TIME;CO2;TEMPERATURE;HUMIDITY
2023-01-20T10:19:29+00:00;388;15,1;62,3361
2023-01-20T10:20:32+00:00;388;15,1;62,3362
2023-01-20T10:21:35+00:00;389;15,1;62,3363
2023-01-20T10:22:38+00:00;389;15,1;62,3364
2023-01-20T10:23:40+00:00;389;15,1;62,3365
2023-01-20T10:24:43+00:00;388;15,1;62,3366
2023-01-20T10:25:46+00:00;388;15,1;62,3367
2023-01-20T10:26:49+00:00;388;15,1;62,3368
2023-01-20T10:27:51+00:00;388;15,1;62,3369
2023-01-20T10:28:54+00:00;388;15,1;62,337
2023-01-20T10:29:57+00:00;389;15,1;62,3371
2023-01-20T10:31:00+00:00;389;15,1;62,3372
2023-01-20T10:32:03+00:00;388;15,1;62,3373
2023-01-20T10:33:05+00:00;388;15,1;62,3374
2023-01-20T10:34:10+00:00;388;15;62,3375
2023-01-20T10:35:11+00:00;389;15;62,3376
2023-01-20T10:36:13+00:00;388;15;62,3377
2023-01-20T10:37:16+00:00;388;15;62,3378
2023-01-20T10:38:19+00:00;388;15;62,3379
2023-01-20T10:39:22+00:00;388;15,1;62,338
2023-01-20T10:40:24+00:00;389;15,1;62,3381
2023-01-20T10:41:27+00:00;388;15,1;62,3382
2023-01-20T10:42:30+00:00;389;15,2;62,3383
2023-01-20T10:43:33+00:00;389;15,2;62,3384
2023-01-20T10:44:36+00:00;390;15,2;62,3385
2023-01-20T10:45:39+00:00;389;15,1;62,3386
2023-01-20T10:46:42+00:00;396;15,1;62,3387
2023-01-20T10:47:45+00:00;388;15,1;62,3388
2023-01-20T10:48:47+00:00;394;15,2;62,3389
2023-01-20T10:49:50+00:00;388;15,2;62,339
2023-01-20T10:50:53+00:00;388;15,3;62,3391
2023-01-20T10:51:56+00:00;388;15,3;62,3392
2023-01-20T10:52:59+00:00;394;15,3;62,3393
2023-01-20T10:54:01+00:00;388;15,4;62,3394
2023-01-20T10:55:04+00:00;396;15,4;62,3395
2023-01-20T10:56:07+00:00;389;15,5;62,3396
2023-01-20T10:57:10+00:00;388;15,5;62,3397
2023-01-20T10:58:12+00:00;388;15,5;62,3398
2023-01-20T10:59:15+00:00;388;15,5;62,3399
2023-01-20T11:00:18+00:00;388;15,5;62,34
2023-01-20T11:01:21+00:00;388;15,5;62,3401
2023-01-20T11:02:23+00:00;396;15,5;62,3402
2023-01-20T11:03:26+00:00;388;15,5;62,3403
2023-01-20T11:04:29+00:00;388;15,5;62,3404
2023-01-20T11:05:32+00:00;387;15,4;62,3405
2023-01-20T11:06:35+00:00;388;15,5;62,3406
2023-01-20T11:07:41+00:00;392;15,5;62,3407
2023-01-20T11:08:41+00:00;386;15,5;62,3408
2023-01-20T11:09:43+00:00;386;15,5;62,3409
2023-01-20T11:10:46+00:00;386;15,5;62,341
2023-01-20T11:11:49+00:00;392;15,6;62,3411
2023-01-20T11:12:52+00:00;386;15,6;62,3412
2023-01-20T11:13:55+00:00;386;15,6;62,3413
2023-01-20T11:14:58+00:00;392;15,6;62,3414
2023-01-20T11:16:01+00:00;386;15,6;62,3415
2023-01-20T11:17:03+00:00;387;15,7;62,3416
2023-01-20T11:18:06+00:00;387;15,7;62,3417
2023-01-20T11:19:11+00:00;386;15,7;62,3418
2023-01-20T11:20:12+00:00;387;15,7;62,3419
2023-01-20T11:21:15+00:00;386;15,6;62,342
2023-01-20T11:22:18+00:00;386;15,6;62,3421
2023-01-20T11:23:21+00:00;387;15,6;62,3422
2023-01-20T11:24:23+00:00;386;15,5;62,3423
2023-01-20T11:25:26+00:00;386;15,5;62,3424
2023-01-20T11:26:29+00:00;386;15,5;62,3425
2023-01-20T11:27:32+00:00;386;15,5;62,3426
2023-01-20T11:28:35+00:00;385;15,4;62,3427
2023-01-20T11:29:37+00:00;385;15,4;62,3428
2023-01-20T11:30:40+00:00;386;15,4;62,3429
2023-01-20T11:31:43+00:00;385;15,4;62,343
2023-01-20T11:32:46+00:00;385;15,4;62,3431
2023-01-20T11:33:49+00:00;390;15,4;62,3432
2023-01-20T11:34:51+00:00;385;15,4;62,3433
2023-01-20T11:35:54+00:00;384;15,4;62,3434
2023-01-20T11:36:57+00:00;385;15,4;62,3435
2023-01-20T11:38:00+00:00;384;15,4;62,3436
2023-01-20T11:39:02+00:00;382;15,4;62,3437
2023-01-20T11:40:05+00:00;384;15,4;62,3438
2023-01-20T11:41:08+00:00;382;15,5;62,3439
2023-01-20T11:42:11+00:00;384;15,5;62,344
2023-01-20T11:43:15+00:00;385;15,5;62,3441
2023-01-20T11:44:18+00:00;382;15,5;62,3442
2023-01-20T11:45:21+00:00;382;15,5;62,3443
2023-01-20T11:46:24+00:00;384;15,5;62,3444
2023-01-20T11:47:26+00:00;382;15,5;62,3445
2023-01-20T11:48:29+00:00;382;15,5;62,3446
2023-01-20T11:49:33+00:00;382;15,5;62,3447
2023-01-20T11:50:35+00:00;384;15,5;62,3448
2023-01-20T11:51:38+00:00;388;15,5;62,3449
2023-01-20T11:52:41+00:00;382;15,5;62,345
2023-01-20T11:53:44+00:00;382;15,5;62,3451
2023-01-20T11:54:47+00:00;390;15,5;62,3452
2023-01-20T11:55:52+00:00;382;15,5;62,3453
2023-01-20T11:56:53+00:00;382;15,4;62,3454
2023-01-20T11:57:56+00:00;382;15,5;62,3455
2023-01-20T11:59:02+00:00;382;15,5;62,3456
2023-01-20T12:00:04+00:00;384;15,4;62,3457
2023-01-20T12:01:05+00:00;382;15,5;62,3458
2023-01-20T12:02:07+00:00;382;15,5;62,3459
2023-01-20T12:03:10+00:00;382;15,5;62,346
2023-01-20T12:04:13+00:00;381;15,4;62,3461
2023-01-20T12:05:16+00:00;381;15,5;62,3462
2023-01-20T12:06:18+00:00;382;15,4;62,3463
2023-01-20T12:07:21+00:00;379;15,4;62,3464
2023-01-20T12:08:24+00:00;379;15,5;62,3465
2023-01-20T12:09:27+00:00;379;15,4;62,3466
2023-01-20T12:10:29+00:00;379;15,5;62,3467
2023-01-20T12:11:32+00:00;387;15,5;62,3468
2023-01-20T12:12:35+00:00;380;15,5;62,3469
2023-01-20T12:13:38+00:00;380;15,5;62,347
2023-01-20T12:14:41+00:00;380;15,5;62,3471
2023-01-20T12:15:43+00:00;387;15,5;62,3472
2023-01-20T12:16:46+00:00;380;15,5;62,3473
2023-01-20T12:17:49+00:00;380;15,6;62,3474
2023-01-20T12:18:52+00:00;380;15,6;62,3475
2023-01-20T12:19:55+00:00;381;15,6;62,3476
2023-01-20T12:20:58+00:00;381;15,6;62,3477
2023-01-20T12:22:00+00:00;380;15,5;62,3478
2023-01-20T12:23:03+00:00;381;15,6;62,3479
2023-01-20T12:24:06+00:00;387;15,6;62,348
2023-01-20T12:25:09+00:00;380;15,6;62,3481
2023-01-20T12:26:12+00:00;381;15,6;62,3482
2023-01-20T12:27:15+00:00;380;15,6;62,3483
2023-01-20T12:28:18+00:00;388;15,5;62,3484
2023-01-20T12:29:20+00:00;381;15,5;62,3485
2023-01-20T12:30:23+00:00;381;15,5;62,3486
2023-01-20T12:31:26+00:00;382;15,5;62,3487
2023-01-20T12:32:32+00:00;382;15,5;62,3488
2023-01-20T12:33:32+00:00;382;15,5;62,3489
2023-01-20T12:34:35+00:00;384;15,5;62,349
2023-01-20T12:35:38+00:00;385;15,5;62,3491
2023-01-20T12:36:40+00:00;385;15,5;62,3492
2023-01-20T12:37:43+00:00;385;15,5;62,3493
2023-01-20T12:38:46+00:00;385;15,6;62,3494
2023-01-20T12:39:49+00:00;385;15,5;62,3495
2023-01-20T12:40:51+00:00;386;15,6;62,3496
2023-01-20T12:41:54+00:00;386;15,5;62,3497
2023-01-20T12:42:57+00:00;386;15,6;62,3498
2023-01-20T12:44:00+00:00;385;15,5;62,3499
2023-01-20T12:45:03+00:00;386;15,3;62,35
2023-01-20T12:46:05+00:00;386;15,3;62,3501
2023-01-20T12:47:08+00:00;391;15,4;62,3502
2023-01-20T12:48:11+00:00;385;15,5;62,3503
2023-01-20T12:49:14+00:00;386;15,5;62,3504
2023-01-20T12:50:17+00:00;386;15,5;62,3505
2023-01-20T12:51:20+00:00;387;15,5;62,3506
2023-01-20T12:52:23+00:00;396;15,4;62,3507
2023-01-20T12:53:26+00:00;389;15;62,3508
2023-01-20T12:54:28+00:00;388;15;62,3509
2023-01-20T12:55:31+00:00;387;15;62,351
2023-01-20T12:56:34+00:00;387;15;62,3511
2023-01-20T12:57:36+00:00;387;15;62,3512
2023-01-20T12:58:39+00:00;382;14,9;62,3513
2023-01-20T12:59:42+00:00;391;14,9;62,3514
2023-01-20T13:00:45+00:00;384;14,9;62,3515
2023-01-20T13:01:48+00:00;384;15;62,3516
2023-01-20T13:02:51+00:00;382;15;62,3517
2023-01-20T13:03:54+00:00;381;15,1;62,3518
2023-01-20T13:04:57+00:00;379;15,2;62,3519
2023-01-20T13:05:59+00:00;380;15,3;62,352
2023-01-20T13:07:02+00:00;378;15,3;62,3521
2023-01-20T13:08:05+00:00;377;15,4;62,3522
2023-01-20T13:09:08+00:00;377;15,4;62,3523
2023-01-20T13:10:11+00:00;376;15,4;62,3524
2023-01-20T13:11:14+00:00;375;15,4;62,3525
2023-01-20T13:12:16+00:00;374;15,4;62,3526
2023-01-20T13:13:19+00:00;373;15,5;62,3527
2023-01-20T13:14:22+00:00;370;15,5;62,3528
2023-01-20T13:15:25+00:00;370;15,5;62,3529
2023-01-20T13:16:28+00:00;364;15,4;62,353
2023-01-20T13:17:31+00:00;363;15,4;62,3531
2023-01-20T13:19:41+00:00;362;15,4;62,3532
2023-01-20T13:20:44+00:00;362;15,3;62,3533
2023-01-20T13:21:47+00:00;361;15,3;62,3534
2023-01-20T13:22:49+00:00;361;15,3;62,3535
2023-01-20T13:23:52+00:00;360;15,4;62,3536
2023-01-20T13:24:55+00:00;358;15,4;62,3537
2023-01-20T13:25:58+00:00;358;15,4;62,3538
2023-01-20T13:27:00+00:00;357;15,4;62,3539
2023-01-20T13:28:03+00:00;357;15,5;62,354
2023-01-20T13:29:06+00:00;356;15,5;62,3541
2023-01-20T13:30:09+00:00;355;15,5;62,3542
2023-01-20T13:31:11+00:00;355;15,5;62,3543
2023-01-20T13:32:14+00:00;354;15,6;62,3544
2023-01-20T13:33:17+00:00;353;15,5;62,3545
2023-01-20T13:34:20+00:00;352;15,5;62,3546
2023-01-20T13:35:22+00:00;353;15,5;62,3547
2023-01-20T13:36:25+00:00;351;15,6;62,3548
2023-01-20T13:37:28+00:00;351;15,5;62,3549
2023-01-20T13:38:31+00:00;351;15,5;62,355
2023-01-20T13:39:33+00:00;351;15,6;62,3551
2023-01-20T13:40:36+00:00;349;15,6;62,3552
2023-01-20T13:41:39+00:00;349;15,7;62,3553
2023-01-20T13:42:42+00:00;350;15,7;62,3554
2023-01-20T13:43:45+00:00;348;15,7;62,3555
2023-01-20T13:44:47+00:00;354;15,7;62,3556
2023-01-20T13:45:50+00:00;348;15,8;62,3557
2023-01-20T13:46:53+00:00;348;15,8;62,3558
2023-01-20T13:47:56+00:00;346;15,8;62,3559
2023-01-20T13:48:59+00:00;346;15,8;62,356
2023-01-20T13:50:02+00:00;345;15,8;62,3561
2023-01-20T13:51:04+00:00;345;15,8;62,3562
2023-01-20T13:52:07+00:00;345;15,8;62,3563
2023-01-20T13:53:10+00:00;344;15,8;62,3564
2023-01-20T13:54:13+00:00;351;15,8;62,3565
2023-01-20T13:55:16+00:00;343;15,8;62,3566
2023-01-20T13:56:19+00:00;343;15,9;62,3567
2023-01-20T13:57:22+00:00;342;15,9;62,3568
2023-01-20T13:58:24+00:00;342;15,9;62,3569
2023-01-20T13:59:27+00:00;342;15,9;62,357
2023-01-20T14:00:30+00:00;342;15,9;62,3571
2023-01-20T14:01:32+00:00;341;15,9;62,3572
2023-01-20T14:02:35+00:00;341;15,9;62,3573
2023-01-20T14:03:38+00:00;341;15,9;62,3574
2023-01-20T14:04:41+00:00;340;15,9;62,3575
2023-01-20T14:05:44+00:00;340;15,8;62,3576
2023-01-20T14:06:46+00:00;339;15,8;62,3577
2023-01-20T14:07:50+00:00;339;15,7;62,3578
2023-01-20T14:08:53+00:00;338;15,8;62,3579
2023-01-20T14:09:55+00:00;338;15,8;62,358
2023-01-20T14:10:58+00:00;337;15,8;62,3581
2023-01-20T14:12:01+00:00;336;15,8;62,3582
2023-01-20T14:13:04+00:00;1400;15,9;62,3583
2023-01-20T14:14:07+00:00;1400;15,9;62,3584
2023-01-20T14:15:09+00:00;1400;15,9;62,3585
2023-01-20T14:16:12+00:00;1400;15,9;62,3586
2023-01-20T14:17:15+00:00;1400;15,9;62,3587
2023-01-20T14:18:18+00:00;1400;15,9;62,3588
2023-01-20T14:19:20+00:00;1400;16;62,3589
2023-01-20T14:20:23+00:00;1400;16;62,359
2023-01-20T14:21:26+00:00;1400;16,1;62,3591
2023-01-20T14:22:29+00:00;1400;16,8;62,3592
2023-01-20T14:23:32+00:00;1400;16,7;62,3593
2023-01-20T14:24:34+00:00;1400;16,7;62,3594
2023-01-20T14:25:37+00:00;1000;16,6;62,3595
2023-01-20T14:26:40+00:00;1500;16,5;62,3596
2023-01-20T14:27:42+00:00;1500;16,5;62,3597
2023-01-20T14:28:45+00:00;1500;16,4;62,3598
2023-01-20T14:29:48+00:00;1500;16,3;62,3599
2023-01-20T14:30:51+00:00;1500;16,2;62,36
2023-01-20T14:31:54+00:00;1500;16,2;62,3601
2023-01-20T14:32:57+00:00;1500;16,1;62,3602
2023-01-20T14:33:59+00:00;1500;16,1;62,3603
2023-01-20T14:35:02+00:00;1500;16,1;62,3604
2023-01-20T14:36:05+00:00;1500;16,1;62,3605
2023-01-20T14:37:07+00:00;1500;16;62,3606
2023-01-20T14:38:10+00:00;1500;16;62,3607
2023-01-20T14:39:13+00:00;1500;16;62,3608
2023-01-20T14:40:16+00:00;1500;16;62,3609
2023-01-20T14:41:18+00:00;1500;16;62,361
2023-01-20T14:42:21+00:00;1500;16;62,3611
2023-01-20T14:43:24+00:00;1500;16;62,3612
2023-01-20T14:44:27+00:00;1500;16;62,3613
2023-01-20T14:45:30+00:00;1500;15,9;62,3614
2023-01-20T14:46:32+00:00;1500;15,9;62,3615
2023-01-20T14:47:35+00:00;1500;15,9;62,3616
2023-01-20T14:48:38+00:00;1500;15,9;62,3617
2023-01-20T14:49:41+00:00;1500;15,7;62,3618
2023-01-20T14:50:44+00:00;1500;15,7;62,3619
2023-01-20T14:51:46+00:00;1500;15,7;62,362
2023-01-20T14:52:49+00:00;1500;15,8;62,3621
2023-01-20T14:53:52+00:00;1500;15,8;62,3622
2023-01-20T14:54:55+00:00;1500;15,8;62,3623
2023-01-20T14:55:57+00:00;1500;15,8;62,3624
2023-01-20T14:57:00+00:00;1500;15,8;62,3625
2023-01-20T14:58:03+00:00;1000;15,8;62,3626
2023-01-20T14:59:05+00:00;1000;15,8;62,3627
2023-01-20T15:00:08+00:00;1000;15,8;62,3628
2023-01-20T15:01:11+00:00;1000;15,8;62,3629
2023-01-20T15:02:14+00:00;1000;15,7;62,363
2023-01-20T15:03:17+00:00;1000;15,7;62,3631
2023-01-20T15:04:21+00:00;1000;15,7;62,3632
2023-01-20T15:05:24+00:00;1000;15,7;62,3633
2023-01-20T15:06:30+00:00;1000;15,7;62,3634
2023-01-20T15:07:30+00:00;1000;15,7;62,3635
2023-01-20T15:08:32+00:00;1000;15,7;62,3636
2023-01-20T15:09:35+00:00;1000;15,7;62,3637
2023-01-20T15:10:38+00:00;1000;15,7;62,3638
2023-01-20T15:11:41+00:00;1000;15,7;62,3639
2023-01-20T15:12:44+00:00;1100;15,7;62,364
2023-01-20T15:13:47+00:00;1100;15,7;62,3641
2023-01-20T15:14:50+00:00;1100;15,7;62,3642
2023-01-20T15:15:53+00:00;1100;15,6;62,3643
2023-01-20T15:16:56+00:00;1100;15,6;62,3644
2023-01-20T15:17:59+00:00;1100;15,6;62,3645
2023-01-20T15:19:02+00:00;1100;15,6;62,3646
2023-01-20T15:20:04+00:00;1100;15,6;62,3647
2023-01-20T15:21:07+00:00;2000;15,6;62,3648
2023-01-20T15:22:10+00:00;2000;15,6;62,3649
2023-01-20T15:23:13+00:00;2000;15,6;62,365
2023-01-20T15:24:16+00:00;2000;15,5;62,3651
2023-01-20T15:25:19+00:00;770;15,5;62,3652
2023-01-20T15:26:22+00:00;770;15,6;62,3653
2023-01-20T15:27:25+00:00;770;15,5;62,3654
2023-01-20T15:28:27+00:00;770;15,5;62,3655
2023-01-20T15:29:31+00:00;770;15,6;62,3656
2023-01-20T15:30:34+00:00;770;15,5;62,3657
2023-01-20T15:31:36+00:00;770;15,5;62,3658
2023-01-20T15:32:40+00:00;770;15,5;62,3659
2023-01-20T15:33:42+00:00;770;15,5;62,366
2023-01-20T15:34:45+00:00;770;15,5;62,3661
2023-01-20T15:35:47+00:00;770;15,5;62,3662
2023-01-20T15:36:50+00:00;770;15,5;62,3663
2023-01-20T15:37:53+00:00;770;15,5;62,3664
2023-01-20T15:38:56+00:00;770;15,5;62,3665
2023-01-20T15:39:58+00:00;770;15,5;62,3666
2023-01-20T15:41:01+00:00;770;15,4;62,3667
2023-01-20T15:42:04+00:00;770;15,4;62,3668
2023-01-20T15:43:06+00:00;770;15,4;62,3669
2023-01-20T15:44:09+00:00;770;15,4;62,367
2023-01-20T15:45:12+00:00;770;15,4;62,3671
2023-01-20T15:46:14+00:00;770;15,4;62,3672
2023-01-20T15:47:17+00:00;770;15,4;62,3673
2023-01-20T15:48:20+00:00;770;15,4;62,3674
2023-01-20T15:49:23+00:00;770;15,4;62,3675
2023-01-20T15:50:25+00:00;770;15,4;62,3676
2023-01-20T15:51:28+00:00;770;15,4;62,3677
2023-01-20T15:52:31+00:00;312;15,4;62,3678
2023-01-20T15:53:34+00:00;312;15,4;62,3679
2023-01-20T15:54:36+00:00;312;15,4;62,368
2023-01-20T15:55:39+00:00;313;15,4;62,3681
2023-01-20T15:56:42+00:00;313;15,4;62,3682
2023-01-20T15:57:44+00:00;313;15,4;62,3683
2023-01-20T15:58:47+00:00;315;15,4;62,3684
2023-01-20T15:59:50+00:00;314;15,4;62,3685
2023-01-20T16:00:53+00:00;318;15,4;62,3686
2023-01-20T16:01:55+00:00;320;15,4;62,3687
2023-01-20T16:02:58+00:00;318;15,4;62,3688
2023-01-20T16:04:01+00:00;316;15,4;62,3689
2023-01-20T16:05:04+00:00;317;15,3;62,369
2023-01-20T16:06:07+00:00;314;15,4;62,3691
2023-01-20T16:07:10+00:00;316;15,3;62,3692
2023-01-20T16:08:13+00:00;316;15,4;62,3693
2023-01-20T16:09:16+00:00;320;15,3;62,3694
2023-01-20T16:10:19+00:00;318;15,3;62,3695
2023-01-20T16:11:21+00:00;320;15,3;62,3696
2023-01-20T16:12:25+00:00;320;15,3;62,3697
2023-01-20T16:13:27+00:00;321;15,3;62,3698
2023-01-20T16:14:30+00:00;319;15,3;62,3699
2023-01-20T16:15:33+00:00;319;15,3;62,37
2023-01-20T16:16:36+00:00;319;15,3;62,3701
2023-01-20T16:17:38+00:00;320;15,3;62,3702
2023-01-20T16:18:41+00:00;320;15,3;62,3703
2023-01-20T16:19:44+00:00;320;15,3;62,3704
2023-01-20T16:20:46+00:00;320;15,3;62,3705
2023-01-20T16:21:49+00:00;320;15,3;62,3706
2023-01-20T16:22:52+00:00;314;15,3;62,3707
2023-01-20T16:23:55+00:00;319;15,3;62,3708
2023-01-20T16:24:57+00:00;320;15,3;62,3709
2023-01-20T16:26:00+00:00;320;15,3;62,371
2023-01-20T16:27:03+00:00;320;15,3;62,3711
2023-01-20T16:28:06+00:00;320;15,3;62,3712
2023-01-20T16:29:09+00:00;321;15,3;62,3713
2023-01-20T16:30:12+00:00;328;15,3;62,3714
2023-01-20T16:31:15+00:00;321;15,3;62,3715
2023-01-20T16:32:17+00:00;322;15,2;62,3716
2023-01-20T16:33:20+00:00;322;15,3;62,3717
2023-01-20T16:34:23+00:00;322;15,3;62,3718
2023-01-20T16:35:26+00:00;324;15,3;62,3719
2023-01-20T16:36:28+00:00;320;15,3;62,372
2023-01-20T16:37:32+00:00;325;15,3;62,3721
2023-01-20T16:38:35+00:00;325;15,4;62,3722
2023-01-20T16:39:38+00:00;325;15,4;62,3723
2023-01-20T16:40:40+00:00;330;15,4;62,3724
2023-01-20T16:41:43+00:00;324;15,4;62,3725
2023-01-20T16:42:46+00:00;332;15,4;62,3726
2023-01-20T16:43:49+00:00;324;15,4;62,3727
2023-01-20T16:44:52+00:00;327;15,4;62,3728
2023-01-20T16:45:55+00:00;325;15,4;62,3729
2023-01-20T16:46:58+00:00;319;15,5;62,373
2023-01-20T16:48:00+00:00;319;15,5;62,3731
2023-01-20T16:49:03+00:00;325;15,5;62,3732
2023-01-20T16:50:06+00:00;319;15,6;62,3733
2023-01-20T16:51:08+00:00;319;15,6;62,3734
2023-01-20T16:52:11+00:00;319;15,6;62,3735
2023-01-20T16:53:14+00:00;319;15,7;62,3736
2023-01-20T16:54:17+00:00;327;15,7;62,3737
2023-01-20T16:55:20+00:00;320;15,7;62,3738
2023-01-20T16:56:22+00:00;320;15,7;62,3739
2023-01-20T16:57:25+00:00;321;15,7;62,374
2023-01-20T16:58:28+00:00;321;15,8;62,3741
2023-01-20T16:59:31+00:00;321;15,8;62,3742
2023-01-20T17:00:34+00:00;322;15,8;62,3743
2023-01-20T17:01:37+00:00;321;15,9;62,3744
2023-01-20T17:02:40+00:00;321;15,9;62,3745
2023-01-20T17:03:43+00:00;322;15,9;62,3746
2023-01-20T17:04:45+00:00;322;15,9;62,3747
2023-01-20T17:05:48+00:00;322;16;62,3748
2023-01-20T17:06:51+00:00;322;16;62,3749
2023-01-20T17:07:54+00:00;324;16;62,375
2023-01-20T17:08:57+00:00;324;16;62,3751
2023-01-20T17:09:59+00:00;324;16,1;62,3752
2023-01-20T17:11:02+00:00;324;16,1;62,3753
2023-01-20T17:12:05+00:00;324;16,1;62,3754
2023-01-20T17:13:08+00:00;324;16,1;62,3755
2023-01-20T17:14:11+00:00;324;16,1;62,3756
2023-01-20T17:15:14+00:00;324;16,1;62,3757
2023-01-20T17:16:16+00:00;325;16,2;62,3758
2023-01-20T17:17:19+00:00;324;16,2;62,3759
2023-01-20T17:18:22+00:00;325;16,2;62,376
2023-01-20T17:19:25+00:00;326;16,2;62,3761
2023-01-20T17:20:28+00:00;325;16,2;62,3762
2023-01-20T17:21:31+00:00;326;16,2;62,3763
2023-01-20T17:22:34+00:00;326;16,2;62,3764
2023-01-20T17:23:36+00:00;326;16,2;62,3765
2023-01-20T17:24:39+00:00;326;16,1;62,3766
2023-01-20T17:25:42+00:00;326;16;62,3767
2023-01-20T17:26:45+00:00;326;16;62,3768
2023-01-20T17:27:48+00:00;326;16;62,3769
2023-01-20T17:28:51+00:00;326;15,9;62,377
2023-01-20T17:29:54+00:00;327;15,9;62,3771
2023-01-20T17:30:56+00:00;327;15,9;62,3772
2023-01-20T17:31:59+00:00;327;15,9;62,3773
2023-01-20T17:33:02+00:00;328;15,9;62,3774
2023-01-20T17:34:05+00:00;334;15,9;62,3775
2023-01-20T17:35:07+00:00;328;15,9;62,3776
2023-01-20T17:36:10+00:00;329;15,9;62,3777
2023-01-20T17:37:13+00:00;329;15,9;62,3778
2023-01-20T17:38:15+00:00;329;15,9;62,3779
2023-01-20T17:39:18+00:00;329;15,9;62,378
2023-01-20T17:40:21+00:00;329;15,9;62,3781
2023-01-20T17:41:24+00:00;330;15,9;62,3782
2023-01-20T17:42:27+00:00;330;15,9;62,3783
2023-01-20T17:43:30+00:00;330;15,9;62,3784
2023-01-20T17:44:32+00:00;330;15,8;62,3785
2023-01-20T17:45:35+00:00;331;15,8;62,3786
2023-01-20T17:46:38+00:00;330;15,8;62,3787
2023-01-20T17:47:41+00:00;337;15,8;62,3788
2023-01-20T17:48:44+00:00;329;15,8;62,3789
2023-01-20T17:49:47+00:00;329;15,8;62,379
2023-01-20T17:50:49+00:00;330;15,8;62,3791
2023-01-20T17:51:53+00:00;333;15,8;62,3792
2023-01-20T17:52:56+00:00;332;15,9;62,3793
2023-01-20T17:53:59+00:00;332;15,9;62,3794
2023-01-20T17:55:01+00:00;332;15,9;62,3795
2023-01-20T17:56:05+00:00;332;15,9;62,3796
2023-01-20T17:57:07+00:00;333;16;62,3797
2023-01-20T17:58:11+00:00;332;16;62,3798
2023-01-20T17:59:13+00:00;333;15,9;62,3799
2023-01-20T18:00:16+00:00;333;15,9;62,38
2023-01-20T18:01:21+00:00;333;15,8;62,3801
2023-01-20T18:02:24+00:00;332;15,6;62,3802
2023-01-20T18:03:27+00:00;333;15,7;62,3803
2023-01-20T18:04:30+00:00;333;15,7;62,3804
2023-01-20T18:05:33+00:00;334;15,7;62,3805
2023-01-20T18:06:35+00:00;334;15,8;62,3806
2023-01-20T18:07:38+00:00;334;15,8;62,3807
2023-01-20T18:08:41+00:00;334;15,9;62,3808
2023-01-20T18:09:44+00:00;336;15,9;62,3809
2023-01-20T18:10:47+00:00;336;15,9;62,381
2023-01-20T18:11:49+00:00;338;15,9;62,3811
2023-01-20T18:12:52+00:00;337;15,9;62,3812
2023-01-20T18:13:55+00:00;336;16;62,3813
2023-01-20T18:14:58+00:00;334;16;62,3814
2023-01-20T18:16:01+00:00;334;16;62,3815
2023-01-20T18:17:03+00:00;334;16;62,3816
2023-01-20T18:18:06+00:00;334;16;62,3817
2023-01-20T18:19:12+00:00;342;16;62,3818
2023-01-20T18:20:12+00:00;334;16,1;62,3819
2023-01-20T18:21:15+00:00;334;16,1;62,382
2023-01-20T18:22:17+00:00;334;16;62,3821
2023-01-20T18:23:20+00:00;336;16;62,3822
2023-01-20T18:24:24+00:00;344;16;62,3823
2023-01-20T18:25:26+00:00;348;16,1;62,3824
2023-01-20T18:26:29+00:00;340;16,1;62,3825
2023-01-20T18:27:32+00:00;341;16,1;62,3826
2023-01-20T18:28:35+00:00;334;16,1;62,3827
2023-01-20T18:29:38+00:00;341;16,1;62,3828
2023-01-20T18:30:40+00:00;343;16,1;62,3829
2023-01-20T18:31:44+00:00;334;16,1;62,383
2023-01-20T18:32:46+00:00;333;16,1;62,3831
2023-01-20T18:33:49+00:00;333;16,1;62,3832
2023-01-20T18:34:52+00:00;333;16,1;62,3833
2023-01-20T18:35:55+00:00;333;16,1;62,3834
2023-01-20T18:36:58+00:00;333;16,1;62,3835
2023-01-20T18:38:01+00:00;332;16,1;62,3836
2023-01-20T18:39:03+00:00;331;16,1;62,3837
2023-01-20T18:40:06+00:00;331;16,1;62,3838
2023-01-20T18:41:09+00:00;331;16,1;62,3839
2023-01-20T18:42:12+00:00;331;16,1;62,384
2023-01-20T18:43:14+00:00;331;16,1;62,3841
2023-01-20T18:44:17+00:00;331;16,1;62,3842
2023-01-20T18:45:20+00:00;331;16;62,3843
2023-01-20T18:46:23+00:00;330;16;62,3844
2023-01-20T18:47:26+00:00;329;16;62,3845
2023-01-20T18:48:28+00:00;330;16;62,3846
2023-01-20T18:49:31+00:00;330;16;62,3847
2023-01-20T18:50:34+00:00;330;16;62,3848
2023-01-20T18:51:37+00:00;330;16;62,3849
2023-01-20T18:52:39+00:00;331;16;62,385
2023-01-20T18:53:42+00:00;331;16;62,3851
2023-01-20T18:54:45+00:00;339;16;62,3852
2023-01-20T18:55:48+00:00;332;16;62,3853
2023-01-20T18:56:50+00:00;331;15,9;62,3854
2023-01-20T18:57:53+00:00;333;16;62,3855
2023-01-20T18:58:56+00:00;332;16;62,3856
2023-01-20T18:59:59+00:00;332;16,1;62,3857
2023-01-20T19:01:02+00:00;333;16,1;62,3858
2023-01-20T19:02:04+00:00;333;16,1;62,3859
2023-01-20T19:03:07+00:00;333;16,2;62,386
2023-01-20T19:04:10+00:00;333;16,2;62,3861
2023-01-20T19:05:13+00:00;333;16,2;62,3862
